Simulation Log Export
Generated: 2026-04-24T14:01:13
Rows: 2035

t_s	x_m	z_m	vx	vz	mach	miss_distance_m	rcs_dbsm	guidance_phase
3.25	-17229.000196701974	3.9926719130081887	849.9999392415907	0.2533697029651235	2.497869396703009	17229.000659335576	9.004046869791237	cruise
3.2600000000000002	-17220.500197309168	3.994198049465173	849.9999393316473	0.051857588430740426	2.497869290644848	17220.500660525035	9.002237789644296	cruise
3.27	-17212.000197915342	3.995726125349549	849.9999394214149	0.25375758844543767	2.4978693975714865	17212.000661714635	9.004053457874395	cruise
3.2800000000000002	-17203.500198520742	3.9972559547440274	849.9999395109782	0.05220829044922645	2.49786929123493	17203.500662904582	9.002244049297282	cruise
3.29	-17195.000199125127	3.9987875376485875	849.9999396002613	0.2541082904638701	2.497869398404943	17195.000664094634	9.00405972121341	cruise
3.3000000000000003	-17186.50019972874	4.00032069491771	849.9999396893461	0.05252316335962123	2.4978692918161003	17186.500665285	9.00224999618416	cruise
3.31	-17178.000200331342	4.001855426551375	849.9999397781594	0.2544231633742102	2.49786939920452	17178.000666475436	9.00406567168265	cruise
3.3200000000000003	-17169.500200933177	4.003391559976511	849.99993986678	0.05280352165216426	2.4978692923885646	17169.50066766615	9.002255641819549	cruise
3.33	-17161.000201534007	4.0049290951931	849.9999399551375	0.2547035216666975	2.4978693999713406	17161.000668856912	9.00407132080781	cruise
3.34	-17152.500202134077	4.006467866005551	849.9999400433079	0.05305064082243477	2.4978692929525406	17152.500670047917	9.00226099738204	cruise
3.35	-17144.000202733143	4.008007872413843	849.9999401312233	0.2549506408369113	2.4978694007065116	17144.000671238937	9.004076679769206	cruise
3.36	-17135.500203331452	4.009548954409211	849.9999402189569	0.05326575823572152	2.49786929350825	17135.50067243018	9.002266073741584	cruise
3.37	-17127.000203928765	4.011091111991636	849.9999403064434	0.25516575825014043	2.4978694014111165	17127.000673621398	9.004081759434488	cruise
3.38	-17118.500204525324	4.012634191152821	849.9999403937534	0.05345007398597834	2.4978692940559197	17118.50067481281	9.002270881408275	cruise
3.39	-17110.00020512089	4.014178191892748	849.9999404808237	0.25535007400033893	2.49786940208622	17110.00067600418	9.004086570327072	cruise
3.4	-17101.500205715707	4.015722966021497	849.9999405677227	0.053604751748516866	2.4978692945957826	17101.50067719571	9.002275430597459	cruise
3.41	-17093.000206309534	4.017268513539049	849.9999406543893	0.2555047517628185	2.4978694027328645	17093.000678387165	9.0040911226559	cruise
3.42	-17084.50020690262	4.018814691895996	849.9999407408893	0.0537309196256647	2.497869295128072	17084.500679578763	9.002279731207691	cruise
3.43	-17076.00020749472	4.02036150109232	849.9999408271641	0.2556309196399067	2.49786940335207	17076.000680770256	9.004095426328632	cruise
3.44	-17067.500208086076	4.021908804045447	849.9999409132769	0.05382967098468083	2.497869295653023	17067.500681961865	9.002283792826415	cruise
3.45	-17059.00020867645	4.0234566007553605	849.9999409991713	0.2557296709988627	2.4978694039448337	17059.000683153343	9.004099490938902	cruise
3.46	-17050.50020926609	4.025004759436795	849.9999410849082	0.053902065287277146	2.497869296170873	17050.500684344912	9.002287624760068	cruise
3.47	-17042.000209854752	4.026553280089734	849.9999411704333	0.2558020653013984	2.497869404512131	17042.000685536328	9.00410332578788	cruise
3.48	-17033.500210442682	4.028102036060797	849.9999412558054	0.05394912891015227	2.497869296681858	17033.500686727813	9.002291236015033	cruise
3.49	-17025.000211029637	4.029651027349964	849.999941340972	0.2558491289242124	2.4978694050549137	17025.000687919124	9.004106939897351	cruise
3.5	-17016.500211615865	4.031200132274369	849.9999414259896	0.053971855955993187	2.4978692971862126	17016.500689110475	9.002294635325908	cruise
3.5100000000000002	-17008.00021220112	4.0327493508339955	849.9999415108078	0.25587185596999196	2.497869405574109	17008.00069030163	9.004110341984449	cruise
3.52	-16999.50021278565	4.034298566159122	849.9999415954812	0.05397120905445907	2.4978692976841717	16999.5006914928	9.002297831143323	cruise
3.5300000000000002	-16991.00021336921	4.035847778249733	849.9999416799611	0.2558712090683961	2.497869406070622	16991.000692683756	9.004113540513234	cruise
3.54	-16982.50021395205	4.037396874895842	849.9999417642999	0.053948120152702755	2.4978692981759667	16982.50069387471	9.002300831652125	cruise
3.5500000000000003	-16974.000214533928	4.038945856097435	849.9999418484509	0.25584812016657776	2.4978694065453344	16974.000695065424	9.004116543679595	cruise
3.56	-16965.500215115084	4.040494614154746	849.9999419324646	0.053903491295028944	2.497869298661827	16965.500696256113	9.002303644780316	cruise
3.5700000000000003	-16957.00021569528	4.042043149067762	849.9999420162958	0.2558034913088418	2.497869406999103	16957.000697446543	9.004119359397363	cruise
3.58	-16948.50021627476	4.043591357501267	849.9999420999933	0.05383819539133794	2.4978692991419775	16948.500698636934	9.002306278193256	cruise
3.59	-16940.00021685328	4.045139239455246	849.9999421835136	0.2557381954050883	2.4978694074327614	16940.000699827044	9.0041219953486	cruise
3.6	-16931.50021743109	4.0466866958171455	849.9999422669035	0.05375307697404022	2.4978692996166405	16931.500701017092	9.002308739315396	cruise
3.61	-16923.000218007943	4.04823372658695	849.9999423501213	0.255653076987728	2.4978694078471215	16923.00070220684	9.004124458951697	cruise
3.62	-16914.500218584086	4.049780236736608	849.999942433212	0.05364895294316219	2.4978693000860352	16914.50070339651	9.002311035331708	cruise
3.63	-16906.00021915928	4.051326226266104	849.9999425161353	0.2555489529567872	2.4978694082429698	16906.000704585866	9.00412675739834	cruise
3.64	-16897.500219733764	4.052871604097389	849.9999425989348	0.05352661329939895	2.497869300550374	16897.500705775125	9.002313173180196	cruise
3.65	-16889.000220307298	4.054416370230447	849.9999426815715	0.2554266133129611	2.497869408621071	16889.000706964045	9.004128897630466	cruise
3.66	-16880.50022088013	4.05596043740634	849.9999427640873	0.05338682186491381	2.497869301009868	16880.50070815286	9.002315159588752	cruise
3.67	-16872.000221452017	4.057503805625053	849.9999428464448	0.255286821878413	2.4978694089821665	16872.000709341322	9.004130886368756	cruise
3.68	-16863.5002220232	4.0590463913194075	849.9999429286843	0.053230316991702636	2.497869301464719	16863.500710529657	9.002317001041487	cruise
3.69	-16855.000222593444	4.060588194489388	849.9999430107696	0.2551303170051388	2.497869409326975	16855.00071171762	9.004132730107905	cruise
3.7	-16846.500223162988	4.062129135135704	849.9999430927397	0.053057812257374215	2.4978693019151295	16846.500712905447	9.002318703825821	cruise
3.71	-16838.00022373159	4.063669213258341	849.9999431745598	0.2549578122707473	2.4978694096561935	16838.000714092886	9.004134435133585	cruise
3.72	-16829.500224299496	4.065208352305439	849.9999432562673	0.05286999714823423	2.4978693023612926	16829.50071528017	9.002320274000827	cruise
3.73	-16821.000224866464	4.066746552276984	849.9999433378287	0.25476999716154414	2.4978694099704977	16821.000716467053	9.004136007510988	cruise
3.74	-16812.50022543274	4.068283739951443	849.9999434192799	0.05266753772956967	2.497869302803397	16812.500717653773	9.002321717437873	cruise
3.75	-16804.00022599808	4.069819915328802	849.9999435005886	0.2545675377428164	2.4978694102705385	16804.00071884007	9.004137453102912	cruise
3.7600000000000002	-16795.500226562726	4.071355008404035	849.9999435817897	0.05245107730307749	2.497869303241626	16795.500720026186	9.002323039785503	cruise
3.77	-16787.000227126442	4.072889019177128	849.9999436628518	0.25435107731626105	2.4978694105569494	16787.00072121188	9.00413877757982	cruise
3.7800000000000002	-16778.50022768947	4.07442188074897	849.9999437438087	0.05222123705138246	2.4978693036761594	16778.500722397373	9.002324246528895	cruise
3.79	-16770.000228251567	4.075953593119546	849.99994382463	0.25412123706450285	2.497869410830342	16770.000723582434	9.004139986414048	cruise
3.8000000000000003	-16761.500228812976	4.07748409238822	849.9999439053481	0.05197861666962014	2.497869304107169	16761.50072476728	9.002325342956878	cruise
3.81	-16753.000229373458	4.079013378554978	849.999943985934	0.2538786166826774	2.4978694110913056	16753.00072595167	9.00414108488169	cruise
3.8200000000000003	-16744.500229933255	4.080541390613315	849.9999440664187	0.051723794984085386	2.4978693045348224	16744.500727135844	9.00232633413999	cruise
3.83	-16736.00023049213	4.082068128563217	849.9999441467743	0.25362379499707954	2.497869411340411	16736.00072831956	9.004142078089341	cruise
3.84	-16727.50023105032	4.083593534190996	849.9999442270307	0.051457330557958175	2.4978693049592806	16727.500729503037	9.002327225030728	cruise
3.85	-16719.000231607588	4.085117607496636	849.999944307161	0.25335733057088927	2.49786941157821	16719.000730686043	9.004142970964715	cruise
3.86	-16710.500232164177	4.086640292960915	849.9999443871939	0.05117976228413135	2.4978693053807004	16710.500731868808	9.002328020363056	cruise
3.87	-16702.000232719845	4.088161590583818	849.9999444671034	0.2530797622969994	2.4978694118052327	16702.000733051085	9.004143768253387	cruise
3.88	-16693.500233274834	4.089681447445132	849.9999445469175	0.05089160996519995	2.497869305799233	16693.50073423311	9.002328724724354	cruise
3.89	-16685.000233828905	4.091199863544845	849.999944626611	0.2527916099780051	2.497869412021994	16685.000735414636	9.004144474543562	cruise
3.9	-16676.5002343823	4.092716788469142	849.9999447062106	0.0505933748806654	2.4978693062150237	16676.5007365959	9.00232934253248	cruise
3.91	-16668.00023493478	4.094232222218008	849.9999447856922	0.25249337489340756	2.4978694122289875	16668.000737776663	9.004145094256312	cruise
3.92	-16659.500235486586	4.095746116794186	849.9999448650815	0.050285540341431484	2.497869306628212	16659.50073895715	9.002329878057157	cruise
3.93	-16651.00023603748	4.097258472197661	849.9999449443552	0.2521855403541108	2.4978694124266902	16651.000740137126	9.004145631660734	cruise
3.94	-16642.500236587697	4.098769242760593	849.9999450235382	0.049968572231679165	2.4978693070389326	16642.500741316817	9.002330335407855	cruise
3.95	-16634.000237137006	4.100278428482969	849.9999451026079	0.2518685722442957	2.497869412615561	16634.00074249599	9.004146090865557	cruise
3.96	-16625.500237685646	4.101785985941886	849.9999451815883	0.04964291953823127	2.497869307447315	16625.500743674875	9.002330718554804	cruise
3.97	-16617.000238233377	4.103291915137327	849.9999452604576	0.25154291955078506	2.4978694127960424	16617.000744853227	9.004146475835668	cruise
3.98	-16608.500238780438	4.104796174809422	849.999945339239	0.049309014867501444	2.4978693078534837	16608.500746031277	9.00233103130267	cruise
3.99	-16600.000239326593	4.106298764958156	849.9999454179115	0.2512090148799926	2.49786941296856	16600.000747208793	9.004146790392916	cruise
4.0	-16591.50023987208	4.107799646407311	849.9999454964973	0.04896727495015901	2.4978693082575583	16591.500748386	9.002331277344659	cruise
4.01	-16583.000240416663	4.109298819156871	849.9999455749761	0.25086727496258765	2.497869413133524	16583.000749562663	9.004147038224653	cruise
4.0200000000000005	-16574.50024096058	4.1107962460373555	849.9999456533694	0.04861810113363968	2.4978693086596517	16574.500750739015	9.002331460224774	cruise
4.03	-16566.000241503596	4.112291927048751	849.9999457316577	0.25051810114600576	2.497869413291327	16566.00075191481	9.004147222873474	cruise
4.04	-16557.500242045946	4.113785826953797	849.9999458098617	0.048261879862637275	2.4978693090598747	16557.500753090284	9.002331583355561	cruise
4.05	-16549.000242587397	4.1152779457524815	849.9999458879624	0.250161879874941	2.4978694134423494	16549.000754265206	9.00414734776122	cruise
4.0600000000000005	-16540.500243128186	4.116768250067598	849.99994596598	0.04789898314772206	2.497869309458332	16540.500755439796	9.002331650038501	cruise
4.07	-16532.000243668077	4.118256739899133	849.999946043896	0.24979898315996352	2.497869413586954	16532.00075661382	9.004147416169236	cruise
4.08	-16523.50024420731	4.119743383660047	849.9999461217297	0.04752976902223713	2.4978693098551226	16523.500757787515	9.002331663417642	cruise
4.09	-16515.000244745643	4.121228181350327	849.9999461994636	0.24942976903441638	2.4978694137254904	16515.000758960636	9.004147431273186	cruise
4.1	-16506.500245283318	4.122711103105441	849.9999462771161	0.04715458198763581	2.4978693102503438	16506.50076013342	9.002331626569257	cruise
4.11	-16498.0002458201	4.124192148925375	849.9999463546703	0.24905458199975297	2.4978694138582953	16498.000761305626	9.004147396123196	cruise
4.12	-16489.500246356227	4.1256712906026145	849.9999464321442	0.04677375344742152	2.4978693106440857	16489.500762477488	9.002331542405296	cruise
4.13	-16481.00024689146	4.127148528137146	849.999946509521	0.24867375345947673	2.4978694139856903	16481.00076364877	9.004147313655164	cruise
4.14	-16472.500247426036	4.128623834915096	849.9999465868184	0.04638760212985793	2.4978693110364363	16472.5007648197	9.002331413757325	cruise
4.15	-16464.000247959724	4.1300972109364515	849.9999466640202	0.2482876021418513	2.4978694141079845	16464.000765990048	9.004147186687977	cruise
4.16	-16455.500248492757	4.131568631119663	849.9999467411433	0.045996434499621375	2.4978693114274773	16455.500767160036	9.002331243346525	cruise
4.17	-16447.000249024903	4.133038095464715	849.999946818172	0.247896434511553	2.497869414225474	16447.00076832944	9.00414701793786	cruise
4.18	-16438.500249556393	4.1345055803630695	849.9999468951228	0.04560054515857831	2.497869311817288	16438.500769498478	9.002331033775809	cruise
4.19	-16430.000250087	4.135971085814711	849.9999469719804	0.24750054517044828	2.4978694143384432	16430.000770666924	9.004146810023354	cruise
4.2	-16421.500250616955	4.137434589626746	849.9999470487608	0.04520021723585835	2.4978693122059434	16421.500771835006	9.00233078755803	cruise
4.21	-16413.000251146026	4.13889609179916	849.9999471254492	0.2471002172476668	2.4978694144471643	16413.00077300249	9.004146565449894	cruise
4.22	-16404.500251674446	4.1403555714992395	849.9999472020611	0.044795722767417556	2.4978693125935156	16404.500774169606	9.002330507110795	cruise
4.23	-16396.000252201986	4.141813028726968	849.9999472785821	0.24669572277916457	2.497869414551899	16396.000775336124	9.00414628663816	cruise
4.24	-16387.500252728874	4.143268443956194	849.999947355027	0.04438732306526372	2.4978693129800713	16387.500776502267	9.002330194754	cruise
4.25	-16379.000253254884	4.144721817186902	849.9999474313821	0.24628732307694945	2.4978694146528952	16379.000777667803	9.004145975902377	cruise
4.26	-16370.500253780247	4.146173130147673	849.9999475076617	0.043975269076540646	2.4978693133656744	16370.500778832966	9.00232985270732	cruise
4.2700000000000005	-16362.000254304732	4.147622382838493	849.9999475838524	0.24587526908816526	2.4978694147503937	16362.000779997523	9.004145635480137	cruise
4.28	-16353.50025482857	4.1490695581926005	849.9999476599681	0.04355980173265955	2.4978693137503862	16353.5007811617	9.002329483121017	cruise
4.29	-16345.000255351533	4.150514656209981	849.999947735996	0.2454598017442231	2.497869414844622	16345.000782325267	9.004145267505995	cruise
4.3	-16336.50025587385	4.151957660980149	849.9999478119493	0.043141152288657475	2.497869314134264	16336.500783488453	9.002329088051141	cruise
4.3100000000000005	-16328.000256395295	4.1533985725030895	849.9999478878154	0.24504115230016013	2.4978694149357987	16328.000784651025	9.004144874041247	cruise
4.32	-16319.500256916095	4.154837375977859	849.9999479636075	0.042719542652985665	2.4978693145173616	16319.500785813214	9.002328669470797	cruise
4.33	-16311.000257436024	4.156274071404442	849.9999480393133	0.24461954266442756	2.4978694150241325	16311.00078697479	9.00414445705997	cruise
4.34	-16302.50025795531	4.157708645046307	849.9999481149454	0.042295185707910854	2.497869314899731	16302.500788135976	9.00232822927586	cruise
4.3500000000000005	-16294.000258473725	4.15914109690344	849.9999481904919	0.24419518571929213	2.497869415109824	16294.000789296546	9.004144018456918	cruise
4.36	-16285.500258991498	4.1605714142601435	849.999948265965	0.04186828562071962	2.4978693152814193	16285.500790456726	9.002327769279514	cruise
4.37	-16277.000259508404	4.161999597116403	849.9999483413534	0.24376828563204037	2.4978694151930623	16277.00079161629	9.004143560055388	cruise
4.38	-16268.50026002467	4.163425633735297	849.9999484166688	0.041439038145926615	2.4978693156624723	16268.50079277546	9.002327291226262	cruise
4.39	-16260.000260540071	4.164849524116809	849.9999484918999	0.243339038157187	2.49786941527403	16260.000793934014	9.004143083596343	cruise
4.4	-16251.500261054833	4.166271257462192	849.9999485670584	0.04100763091866036	2.497869316042934	16251.500795092172	9.002326796805914	cruise
4.41	-16243.00026156873	4.167690833771431	849.9999486421333	0.24290763092986056	2.4978694153529015	16243.00079624971	9.004142590758761	cruise
4.42	-16234.50026208199	4.169108243144781	849.9999487171358	0.04057424373943502	2.4978693164228436	16234.500797406854	9.002326287611886	cruise
4.43	-16226.000262594389	4.170523485582227	849.9999487920553	0.24247424375057508	2.497869415429841	16226.000798563377	9.004142083145602	cruise
4.44	-16217.50026310615	4.171936552045237	849.9999488669026	0.04013904885048483	2.4978693168022392	16217.500799719503	9.002325765182992	cruise
4.45	-16209.000263617052	4.173347442533793	849.9999489416674	0.242039048861565	2.497869415505007	16209.000800875005	9.004141562296333	cruise
4.46	-16200.500264127317	4.174756148834124	849.9999490163602	0.03970221120384901	2.4978693171811552	16200.500802030108	9.00232523099232	cruise
4.47	-16192.000264636725	4.176162670946214	849.9999490909711	0.2416022112148694	2.497869415578549	16192.00080318459	9.004141029688503	cruise
4.48	-16183.500265145498	4.177567001445899	849.9999491655102	0.039263888721405626	2.497869317559625	16183.500804338673	9.002324686461177	cruise
4.49	-16175.000265653414	4.178969140333164	849.9999492399678	0.2411638887323664	2.4978694156506105	16175.00080549213	9.004140486734624	cruise
4.5	-16166.500266160698	4.180369080939565	849.9999493143538	0.03882423254702344	2.4978693179376803	16166.500806645188	9.002324132934024	cruise
4.51	-16158.000266667128	4.181766823265086	849.9999493886587	0.24072423255792472	2.4978694157213277	16158.000807797627	9.004139934793109	cruise
4.5200000000000005	-16149.500267172925	4.183162361364335	849.9999494628922	0.03838338729102761	2.497869318315349	16149.500808949659	9.002323571717444	cruise
4.53	-16141.00026767787	4.184555695237296	849.999949537045	0.24028338730186957	2.4978694157908308	16141.00081010107	9.00413937515576	cruise
4.54	-16132.500268182184	4.185946819630145	849.9999496111266	0.037941491267157706	2.497869318692658	16132.50081125208	9.002323004049497	cruise
4.55	-16124.000268685648	4.187335734542866	849.9999496851277	0.23984149127794052	2.4978694158592414	16124.000812402466	9.004138809064962	cruise
4.5600000000000005	-16115.500269188482	4.1887224353828705	849.9999497590577	0.03749867672219556	2.4978693190696326	16115.50081355245	9.002322431113608	cruise
4.57	-16107.000269690467	4.190106922150142	849.9999498329076	0.23939867673291934	2.4978694159266777	16107.00081470181	9.004138237707405	cruise
4.58	-16098.500270191824	4.191489190884103	849.9999499066865	0.037055070058441525	2.497869319446295	16098.500815850768	9.00232185404969	cruise
4.59	-16090.000270692333	4.192869241584736	849.9999499803857	0.2389550700691065	2.49786941599325	16090.000816999103	9.004137662228155	cruise
4.6000000000000005	-16081.500271192215	4.194247070895332	849.9999500540139	0.0366107920492241	2.4978693198226662	16081.500818147037	9.002321273948535	cruise
4.61	-16073.000271691253	4.195622678815873	849.9999501275627	0.23851079205983036	2.497869416059065	16073.000819294348	9.004137083711852	cruise
4.62	-16064.500272189665	4.196996062566415	849.9999502010405	0.03616595804759701	2.497869320198767	16064.500820441255	9.002320691840609	cruise
4.63	-16056.000272687234	4.198367222146939	849.9999502744391	0.23806595805814473	2.497869416124221	16056.000821587542	9.004136503192065	cruise
4.64	-16047.500273184176	4.199736155328177	849.9999503477669	0.03572067818841937	2.497869320574615	16047.500822733426	9.002320108735066	cruise
4.65	-16039.000273680278	4.201102862110109	849.9999504210157	0.23762067819890875	2.497869416188814	16039.00082387869	9.004135921673196	cruise
4.66	-16030.500274175756	4.202467340789028	849.9999504941936	0.035275057583968566	2.4978693209502256	16030.500825023551	9.002319525566671	cruise
4.67	-16022.000274670394	4.203829591364915	849.9999505672928	0.2371750575943998	2.4978694162529327	16022.000826167792	9.004135340099134	cruise
4.68	-16013.50027516441	4.205189612635458	849.9999506403211	0.03482919651326177	2.4978693213256147	16013.500827311631	9.002318943248785	cruise
4.69	-16005.000275657589	4.206547404600638	849.9999507132709	0.236729196523635	2.4978694163166626	16005.000828454853	9.004134759378273	cruise
4.7	-15996.500276150146	4.207902966536286	849.9999507861498	0.03438319060524783	2.497869321700796	15996.500829597673	9.002318362648186	cruise
4.71	-15988.000276641866	4.209256298442386	849.9999508589505	0.2362831906155632	2.4978694163800843	15988.000830739877	9.004134180383492	cruise
4.72	-15979.500277132965	4.210607400050549	849.9999509316802	0.03393713101603135	2.4978693220757817	15979.500831881676	9.002317784601782	cruise
4.73	-15971.000277623232	4.211956271360756	849.9999510043317	0.23583713102628906	2.4978694164432733	15971.000833022863	9.00413360393802	cruise
4.74	-15962.500278112879	4.213302912538893	849.9999510769123	0.03349110460028873	2.497869322450583	15962.500834163648	9.002317209885804	cruise
4.75	-15954.000278601694	4.214647323584942	849.9999511494149	0.23539110461048893	2.4978694165063007	15954.00083530382	9.004133030827944	cruise
4.76	-15945.50027908989	4.215989505078384	849.9999512218466	0.03304519407702883	2.49786932282521	15945.500836443593	9.002316639260467	cruise
4.7700000000000005	-15937.000279577258	4.217329457019201	849.9999512942003	0.23494519408717177	2.4978694165692357	15937.000837582751	9.004132461816262	cruise
4.78	-15928.500280064007	4.21866718038059	849.9999513664831	0.03259947818985509	2.4978693231996707	15928.500838721513	9.002316073439177	cruise
4.79	-15920.000280549928	4.220002675162535	849.999951438688	0.2344994781999409	2.4978694166321405	15920.000839859662	9.004131897617807	cruise
4.8	-15911.500281035233	4.221335942712848	849.9999515108219	0.03215403186188076	2.497869323573974	15911.500840997414	9.002315513113624	cruise
4.8100000000000005	-15903.000281519711	4.2226669830315124	849.9999515828781	0.23405403187190962	2.497869416695076	15903.00084213456	9.004131338916423	cruise
4.82	-15894.500282003575	4.223995797822604	849.9999516548633	0.031708926345438204	2.4978693239481267	15894.500843271306	9.002314958934157	cruise
4.83	-15886.000282486615	4.225322387086104	849.9999517267706	0.23360892635541028	2.497869416758098	15886.000844407445	9.004130786364962	cruise
4.84	-15877.50028296904	4.226646752864719	849.9999517986071	0.031264229366736646	2.4978693243221337	15877.50084554319	9.002314411523727	cruise
4.8500000000000005	-15869.000283450643	4.2279688951584316	849.9999518703657	0.23316422937665215	2.4978694168212607	15869.000846678331	9.00413024058994	cruise
4.86	-15860.500283931633	4.229288816331647	849.9999519420534	0.030820005265604022	2.497869324696001	15860.500847813075	9.002313871466615	cruise
4.87	-15852.000284411803	4.230606516384348	849.9999520136633	0.23272000527546316	2.497869416884613	15852.00084894722	9.004129702178968	cruise
4.88	-15843.500284891361	4.231921997986381	849.9999520852022	0.030376315130455217	2.4978693250697317	15843.50085008097	9.002313339341988	cruise
4.89	-15835.000285370099	4.233235261137731	849.9999521566633	0.23227631514025818	2.497869416948202	15835.00085121412	9.004129171699535	cruise
4.9	-15826.500285848228	4.2345463087980795	849.9999522280533	0.029933216928618556	2.4978693254433297	15826.500852346879	9.00231281567065	cruise
4.91	-15818.000286325538	4.23585514096741	849.9999522993656	0.23183321693836553	2.4978694170120708	15818.000853479038	9.004128649683306	cruise
4.92	-15809.50028680224	4.237161760880268	849.9999523706067	0.029490765632166405	2.497869325816797	15809.50085461081	9.00231230097099	cruise
4.93	-15801.000287278126	4.238466168536633	849.9999524417701	0.2313907656418576	2.497869417076261	15801.000855741984	9.004128136648045	cruise
4.94	-15792.500287753404	4.2397683674315445	849.9999525128621	0.029049013339365437	2.4978693261901364	15792.50085687277	9.002311795722527	cruise
4.95	-15784.00028822787	4.2410683575649815	849.9999525838766	0.23094901334900103	2.4978694171408105	15784.000858002963	9.004127633070924	cruise
4.96	-15775.500288701727	4.242366142678691	849.9999526548196	0.02860800939188557	2.497869326563349	15775.50085913277	9.002311300391078	cruise
4.97	-15767.000289174774	4.243661722772653	849.999952725685	0.2305080094014657	2.497869417205755	15767.000860261986	9.004127139418298	cruise
4.98	-15758.500289647214	4.244955101822105	849.9999527964789	0.02816780048788642	2.497869326936435	15758.500861390818	9.002310815414702	cruise
4.99	-15750.000290118845	4.246246279827027	849.999952867195	0.23006780049741138	2.497869417271127	15750.000862519062	9.004126656123727	cruise
5.0	-15741.500290589871	4.247535260983474	849.9999529378396	0.027728430791112063	2.497869327309394	15741.500863646921	9.002310341203657	cruise
5.01	-15733.000291060089	4.248822045291428	849.9999530084065	0.22962843080058198	2.4978694173369584	15733.000864774196	9.004126183606768	cruise
5.0200000000000005	-15724.500291529703	4.250106637155616	849.9999530789016	0.02728994203610513	2.4978693276822255	15724.500865901091	9.002309878159974	cruise
5.03	-15716.00029199851	4.251389036576019	849.9999531493191	0.22918994204552023	2.497869417403277	15716.000867027402	9.004125722257267	cruise
5.04	-15707.500292466717	4.2526692481544	849.9999532196648	0.026852373629661697	2.497869328054929	15707.500868153335	9.002309426646583	cruise
5.05	-15699.000292934119	4.2539472718907385	849.9999532899328	0.2287523736390222	2.4978694174701097	15699.000869278687	9.004125272451022	cruise
5.0600000000000005	-15690.500293400919	4.255223112572682	849.9999533601289	0.02641576274863952	2.497869328427503	15690.50087040366	9.002308987015308	cruise
5.07	-15682.000293866917	4.25649677020021	849.9999534302472	0.22831576275794557	2.4978694175374803	15682.000871528058	9.004124834537215	cruise
5.08	-15673.500294332314	4.257768249736175	849.9999535002935	0.02598014443423488	2.497869328799945	15673.500872652083	9.002308559609645	cruise
5.09	-15665.000294796911	4.259037551180559	849.999953570262	0.22788014444348675	2.497869417605412	15665.000873775532	9.004124408860367	cruise
5.1000000000000005	-15656.50029526091	4.260304679661195	849.9999536401584	0.02554555168283343	2.4978693291722536	15656.50087489861	9.002308144750696	cruise
5.11	-15648.000295724109	4.2615696351780645	849.9999537099769	0.2274455516920313	2.4978694176739245	15648.000876021113	9.004123995728907	cruise
5.12	-15639.50029618671	4.262832423014197	849.9999537797232	0.025112015533544557	2.4978693295444243	15639.50087714325	9.002307742723112	cruise
5.13	-15631.000296648515	4.264093043169574	849.9999538493917	0.22701201554268863	2.497869417743037	15631.000878264816	9.004123595445005	cruise
5.14	-15622.500297109724	4.265351501073054	849.9999539189877	0.024679565152515764	2.497869329916455	15622.500879386016	9.002307353828371	cruise
5.15	-15614.000297570137	4.26660779672462	849.9999539885058	0.22657956516160624	2.4978694178127667	15614.00088050665	9.004123208296683	cruise
5.16	-15605.500298029954	4.267861935690004	849.9999540579514	0.024248227914140108	2.497869330288342	15605.500881626916	9.002306978314584	cruise
5.17	-15597.000298488978	4.269113917969185	849.999954127319	0.22614822792317726	2.4978694178831296	15597.00088274662	9.004122834546827	cruise
5.18	-15588.500298947407	4.270363749256202	849.9999541966141	0.023818029479246966	2.497869330660081	15588.500883865963	9.002306616449458	cruise
5.19	-15580.000299405045	4.271611429551034	849.9999542658311	0.22571802948823091	2.4978694179541385	15580.000884984745	9.004122474450423	cruise
5.2	-15571.50029986209	4.272856964667832	849.9999543349754	0.023388993870369884	2.497869331031669	15571.50088610317	9.002306268472532	cruise
5.21	-15563.000300318345	4.274100354606575	849.9999544040417	0.22528899387930088	2.497869418025807	15563.000887221035	9.00412212824514	cruise
5.22	-15554.500300774009	4.275341605293697	849.9999544730351	0.022961143544195706	2.4978693314031006	15554.500888338545	9.002305934595162	cruise
5.23	-15546.000301228885	4.276580716729178	849.9999545419504	0.22486114355307396	2.497869418098147	15546.000889455501	9.004121796156012	cruise
5.24	-15537.50030168317	4.277817694944255	849.9999546107928	0.022534499461276947	2.497869331774371	15537.5008905721	9.00230561503418	cruise
5.25	-15529.00030213667	4.279052539938907	849.9999546795568	0.2244344994701027	2.4978694181711667	15529.000891688152	9.004121478392296	cruise
5.26	-15520.50030258958	4.280285257842028	849.9999547482479	0.02210908115309923	2.497869332145476	15520.500892803851	9.00230530999223	cruise
5.2700000000000005	-15512.000303041707	4.281515848653598	849.9999548168606	0.22400908116187263	2.497869418244876	15512.000893919003	9.004121175158442	cruise
5.28	-15503.500303493243	4.282744318593345	849.9999548854003	0.021684906786593378	2.49786933251641	15503.500895033805	9.002305019657737	cruise
5.29	-15495.000303943998	4.283970667661249	849.9999549538616	0.22358490679531468	2.4978694183192833	15495.000896148063	9.004120886636816	cruise
5.3	-15486.500304394165	4.285194902161361	849.9999550222495	0.02126199322616798	2.497869332887168	15486.500897261973	9.002304744196463	cruise
5.3100000000000005	-15478.000304843552	4.286417022093661	849.9999550905591	0.22316199323483735	2.4978694183943926	15478.000898375345	9.004120613003384	cruise
